Date,State,Vaccines,Cases
9/9/2021,AK,749630,90271
9/8/2021,AK,747554,89466
9/7/2021,AK,747155,88658
9/6/2021,AK,739446,88143
9/5/2021,AK,738399,87628
9/4/2021,AK,736809,87113
9/3/2021,AK,735293,86598
9/2/2021,AK,733429,86028
9/18/2021,AK,765238,96688
9/17/2021,AK,763376,96002
9/16/2021,AK,761075,95132
9/15/2021,AK,759522,94105
9/14/2021,AK,758318,93039
9/13/2021,AK,757384,92363
9/12/2021,AK,754497,91890
9/11/2021,AK,754346,91418
9/10/2021,AK,752270,90946
9/1/2021,AK,731751,85358
8/9/2021,AK,704160,75056
8/8/2021,AK,704155,74784
8/7/2021,AK,703975,74514
8/6/2021,AK,702821,74244
8/5/2021,AK,701729,73931
8/4/2021,AK,700531,73584
8/31/2021,AK,730407,84597
8/30/2021,AK,729517,83991
8/3/2021,AK,699605,73257
8/29/2021,AK,726856,83620
8/28/2021,AK,726501,83250
8/27/2021,AK,724964,82880
8/26/2021,AK,723342,82371
8/25/2021,AK,721608,81671
8/24/2021,AK,720003,81097
8/23/2021,AK,717197,80533
8/22/2021,AK,717156,80181
8/21/2021,AK,716988,79830
8/20/2021,AK,715503,79479
8/2/2021,AK,697609,72988
8/19/2021,AK,714088,79038
8/18/2021,AK,712734,78407
8/17/2021,AK,711778,77774
8/16/2021,AK,711092,77343
8/15/2021,AK,709232,77009
8/14/2021,AK,709158,76676
8/13/2021,AK,707991,76343
8/12/2021,AK,706538,76030
8/11/2021,AK,705607,75654
8/10/2021,AK,704538,75295
8/1/2021,AK,697509,72753
7/9/2021,AK,680539,68791
7/8/2021,AK,679337,68732
7/7/2021,AK,678145,68674
7/6/2021,AK,678029,68634
7/5/2021,AK,674667,68595
7/4/2021,AK,672104,68556
7/31/2021,AK,697440,72519
7/30/2021,AK,696377,72285
7/3/2021,AK,668685,68517
7/29/2021,AK,695163,72021
7/28/2021,AK,694288,71757
7/27/2021,AK,693657,71521
7/26/2021,AK,693321,71286
7/25/2021,AK,691722,71107
7/24/2021,AK,691691,70929
7/23/2021,AK,690518,70751
7/22/2021,AK,689556,70539
7/21/2021,AK,688769,70328
7/20/2021,AK,687880,70109
7/2/2021,AK,667278,68478
7/19/2021,AK,690541,69891
7/18/2021,AK,690243,69745
7/17/2021,AK,687815,69599
7/16/2021,AK,686971,69453
7/15/2021,AK,685764,69320
7/14/2021,AK,684753,69187
7/13/2021,AK,683718,69069
7/12/2021,AK,683394,68951
7/11/2021,AK,682881,68897
7/10/2021,AK,681805,68844
7/1/2021,AK,660235,68428
6/9/2021,AK,623531,67763
6/8/2021,AK,623367,67730
6/7/2021,AK,622928,67698
6/6/2021,AK,621223,67680
6/5/2021,AK,618609,67664
6/4/2021,AK,616473,67648
6/30/2021,AK,658672,68379
6/3/2021,AK,614726,67591
6/29/2021,AK,655493,68339
6/28/2021,AK,653331,68300
6/27/2021,AK,650919,68272
6/26/2021,AK,649109,68245
6/25/2021,AK,644782,68218
6/24/2021,AK,643516,68198
6/23/2021,AK,642096,68179
6/22/2021,AK,641457,68145
6/21/2021,AK,641221,68112
6/20/2021,AK,639941,68031
6/2/2021,AK,612892,67541
6/19/2021,AK,638888,68005
6/18/2021,AK,637512,67982
6/17/2021,AK,636187,67959
6/16/2021,AK,634868,67936
6/15/2021,AK,633467,67910
6/14/2021,AK,632568,67885
6/13/2021,AK,630956,67863
6/12/2021,AK,629530,67843
6/11/2021,AK,627519,67823
6/10/2021,AK,625893,67793
6/1/2021,AK,612692,67507
5/9/2021,AK,571368,66272
5/8/2021,AK,571320,66196
5/7/2021,AK,569040,66120
5/6/2021,AK,567031,66004
5/5/2021,AK,564720,65908
5/4/2021,AK,563184,65762
5/31/2021,AK,612275,67481
5/30/2021,AK,611608,67455
5/3/2021,AK,562875,65678
5/29/2021,AK,610038,67429
5/28/2021,AK,607946,67403
5/27/2021,AK,605559,67357
5/26/2021,AK,603860,67317
5/25/2021,AK,602501,67252
5/24/2021,AK,601963,67199
5/23/2021,AK,601098,67167
5/22/2021,AK,598449,67137
5/21/2021,AK,595885,67107
5/20/2021,AK,593159,67043
5/2/2021,AK,562442,65587
5/19/2021,AK,590878,66963
5/18/2021,AK,587995,66867
5/17/2021,AK,587406,66814
5/16/2021,AK,586727,66769
5/15/2021,AK,583641,66726
5/14/2021,AK,580781,66683
5/13/2021,AK,578970,66574
5/12/2021,AK,577317,66491
5/11/2021,AK,576062,66407
5/10/2021,AK,575174,66350
5/1/2021,AK,560662,65498
4/9/2021,AK,448337,62212
4/8/2021,AK,443287,61969
4/7/2021,AK,436681,61747
4/6/2021,AK,432690,61530
4/5/2021,AK,431436,61446
4/4/2021,AK,428556,61329
4/30/2021,AK,552792,65409
4/3/2021,AK,420238,61197
4/29/2021,AK,550524,65266
4/28/2021,AK,543274,65100
4/27/2021,AK,541593,64916
4/26/2021,AK,540565,64786
4/25/2021,AK,539630,64703
4/24/2021,AK,536961,64503
4/23/2021,AK,533546,64367
4/22/2021,AK,530134,64225
4/21/2021,AK,524758,64007
4/20/2021,AK,519030,63794
4/2/2021,AK,415690,60964
4/19/2021,AK,517521,63696
4/18/2021,AK,515501,63580
4/17/2021,AK,509843,63439
4/16/2021,AK,504860,63262
4/15/2021,AK,499815,63081
4/14/2021,AK,499742,62895
4/13/2021,AK,496015,62698
4/12/2021,AK,465250,62566
4/11/2021,AK,461286,62488
4/10/2021,AK,455719,62391
4/1/2021,AK,411529,60768
3/9/2021,AK,302687,57370
3/8/2021,AK,298144,57280
3/7/2021,AK,295046,57190
3/6/2021,AK,288625,57088
3/5/2021,AK,281467,56959
3/4/2021,AK,276891,56823
3/31/2021,AK,407233,60538
3/30/2021,AK,404339,60379
3/3/2021,AK,273350,56696
3/29/2021,AK,403284,60293
3/28/2021,AK,401502,60164
3/27/2021,AK,395650,59965
3/26/2021,AK,389775,59766
3/25/2021,AK,384503,59589
3/24/2021,AK,379296,59443
3/23/2021,AK,376555,59233
3/22/2021,AK,375590,59060
3/21/2021,AK,372435,59010
3/20/2021,AK,362698,58893
3/2/2021,AK,269941,56523
3/19/2021,AK,356055,58708
3/18/2021,AK,351093,58645
3/17/2021,AK,345987,58493
3/16/2021,AK,339647,58317
3/15/2021,AK,337141,58212
3/14/2021,AK,333357,58117
3/13/2021,AK,324271,58010
3/12/2021,AK,318526,57841
3/11/2021,AK,313365,57731
3/10/2021,AK,307769,57516
3/1/2021,AK,268406,56398
2/9/2021,AK,152874,53961
2/8/2021,AK,150934,53855
2/7/2021,AK,146082,53769
2/6/2021,AK,139147,53557
2/5/2021,AK,134002,53433
2/4/2021,AK,129936,53273
2/3/2021,AK,125765,53116
2/28/2021,AK,264741,56331
2/27/2021,AK,259538,56212
2/26/2021,AK,254334,56052
2/25/2021,AK,249559,55950
2/24/2021,AK,243650,55800
2/23/2021,AK,239927,55623
2/22/2021,AK,238279,55566
2/21/2021,AK,235141,55505
2/20/2021,AK,227403,55392
2/2/2021,AK,123443,52940
2/19/2021,AK,216223,55256
2/18/2021,AK,199151,55069
2/17/2021,AK,193617,54857
2/16/2021,AK,191008,54818
2/15/2021,AK,189268,54758
2/14/2021,AK,183831,54674
2/13/2021,AK,175138,54488
2/12/2021,AK,167436,54394
2/11/2021,AK,162273,54263
2/10/2021,AK,156255,54131
2/1/2021,AK,122020,52827
12/31/2020,AK,14550,45771
12/30/2020,AK,12907,45399
12/29/2020,AK,11780,45033
12/28/2020,AK,11647,44826
12/27/2020,AK,11427,44702
12/26/2020,AK,11427,44394
12/25/2020,AK,10612,44206
12/24/2020,AK,8578,44057
12/23/2020,AK,6822,43786
12/22/2020,AK,5615,43424
12/21/2020,AK,5125,42987
12/20/2020,AK,4239,42839
12/19/2020,AK,1607,42659
12/18/2020,AK,2,42334
12/17/2020,AK,2,41847
12/16/2020,AK,0,41487
12/15/2020,AK,0,40876
12/14/2020,AK,0,40604
1/9/2021,AK,28539,48571
1/8/2021,AK,24562,48197
1/7/2021,AK,21830,47798
1/6/2021,AK,20106,47461
1/5/2021,AK,19050,47121
1/4/2021,AK,18937,46912
1/31/2021,AK,119590,52762
1/30/2021,AK,115268,52636
1/3/2021,AK,18684,46698
1/29/2021,AK,110396,52507
1/28/2021,AK,105858,52330
1/27/2021,AK,101597,52156
1/26/2021,AK,98149,51991
1/25/2021,AK,97031,51908
1/24/2021,AK,94257,51827
1/23/2021,AK,88344,51663
1/22/2021,AK,81096,51422
1/21/2021,AK,71907,51157
1/20/2021,AK,68293,50958
1/2/2021,AK,18401,46530
1/19/2021,AK,66331,50797
1/18/2021,AK,64730,50670
1/17/2021,AK,60438,50522
1/16/2021,AK,54193,50264
1/15/2021,AK,49039,50069
1/14/2021,AK,42596,49778
1/13/2021,AK,38680,49446
1/12/2021,AK,35838,49152
1/11/2021,AK,35027,48994
1/10/2021,AK,33263,48819
1/1/2021,AK,16504,46241
9/9/2021,AL,4255847,761958
9/8/2021,AL,4252635,758401
9/7/2021,AL,4237710,754393
9/6/2021,AL,4229402,749191
9/5/2021,AL,4216512,746821
9/4/2021,AL,4209610,744661
9/3/2021,AL,4178419,742475
9/2/2021,AL,4158442,738680
9/18/2021,AL,4386893,782891
9/17/2021,AL,4383430,781585
9/16/2021,AL,4359022,779545
9/15/2021,AL,4342220,777301
9/14/2021,AL,4329528,774865
9/13/2021,AL,4328199,771970
9/12/2021,AL,4313489,768451
9/11/2021,AL,4292244,766708
9/10/2021,AL,4287769,764950
9/1/2021,AL,4139337,734300
8/9/2021,AL,3712533,627108
8/8/2021,AL,3699583,621999
8/7/2021,AL,3699467,619184
8/6/2021,AL,3681013,616536
8/5/2021,AL,3651071,612933
8/4/2021,AL,3646234,609029
8/31/2021,AL,4136247,729253
8/30/2021,AL,4112942,723886
8/3/2021,AL,3634744,605123
8/29/2021,AL,4097445,718077
8/28/2021,AL,4072870,715382
8/27/2021,AL,4044688,712602
8/26/2021,AL,3988529,707654
8/25/2021,AL,3966712,702346
8/24/2021,AL,3963352,696499
8/23/2021,AL,3943465,690169
8/22/2021,AL,3916146,683233
8/21/2021,AL,3906516,680193
8/20/2021,AL,3888601,677165
8/2/2021,AL,3603951,600945
8/19/2021,AL,3857905,672334
8/18/2021,AL,3838861,667226
8/17/2021,AL,3828166,662007
8/16/2021,AL,3815944,656470
8/15/2021,AL,3792348,650589
8/14/2021,AL,3769434,647681
8/13/2021,AL,3764110,644872
8/12/2021,AL,3748680,640806
8/11/2021,AL,3733090,636452
8/10/2021,AL,3730982,631881
8/1/2021,AL,3603940,596458
7/9/2021,AL,3408591,556699
7/8/2021,AL,3402487,556187
7/7/2021,AL,3396338,555659
7/6/2021,AL,3392366,555166
7/5/2021,AL,3392366,554683
7/4/2021,AL,3382042,554291
7/31/2021,AL,3587175,593962
7/30/2021,AL,3586810,591831
7/3/2021,AL,3381996,554057
7/29/2021,AL,3557966,588966
7/28/2021,AL,3557652,585946
7/27/2021,AL,3534356,582775
7/26/2021,AL,3527448,579872
7/25/2021,AL,3516558,576843
7/24/2021,AL,3504304,575059
7/23/2021,AL,3494892,573470
7/22/2021,AL,3494632,571479
7/21/2021,AL,3485659,569494
7/20/2021,AL,3471361,567767
7/2/2021,AL,3365623,553798
7/19/2021,AL,3468625,565986
7/18/2021,AL,3462968,564123
7/17/2021,AL,3455278,563091
7/16/2021,AL,3455086,562176
7/15/2021,AL,3448153,561135
7/14/2021,AL,3434499,560144
7/13/2021,AL,3434360,559224
7/12/2021,AL,3422020,558422
7/11/2021,AL,3422016,557585
7/10/2021,AL,3414916,557108
7/1/2021,AL,3365396,553512
6/9/2021,AL,3040485,549215
6/8/2021,AL,3036833,549040
6/7/2021,AL,3036419,548885
6/6/2021,AL,3035058,548674
6/5/2021,AL,3032931,548548
6/4/2021,AL,3032765,548433
6/30/2021,AL,3350607,553208
6/3/2021,AL,3025695,548299
6/29/2021,AL,3349904,552935
6/28/2021,AL,3341617,552674
6/27/2021,AL,3330128,552362
6/26/2021,AL,3317156,552143
6/25/2021,AL,3308961,551944
6/24/2021,AL,3308713,551731
6/23/2021,AL,3298895,551521
6/22/2021,AL,3291351,551282
6/21/2021,AL,3285448,551071
6/20/2021,AL,3282193,550860
6/2/2021,AL,3025283,548130
6/19/2021,AL,3275273,550713
6/18/2021,AL,3254330,550595
6/17/2021,AL,3253283,550440
6/16/2021,AL,3141802,550272
6/15/2021,AL,3129657,550078
6/14/2021,AL,3128112,549940
6/13/2021,AL,3114649,549746
6/12/2021,AL,3105159,549619
6/11/2021,AL,3078445,549514
6/10/2021,AL,3064250,549358
6/1/2021,AL,3022276,547926
5/9/2021,AL,2768204,542180
5/8/2021,AL,2758021,541951
5/7/2021,AL,2726356,541700
5/6/2021,AL,2673181,541381
5/5/2021,AL,2670926,541030
5/4/2021,AL,2644674,540646
5/31/2021,AL,3021902,547666
5/30/2021,AL,3021454,547525
5/3/2021,AL,2627322,540258
5/29/2021,AL,3020540,547390
5/28/2021,AL,3016803,547277
5/27/2021,AL,3007387,547115
5/26/2021,AL,3002607,546926
5/25/2021,AL,2996346,546724
5/24/2021,AL,2982081,546513
5/23/2021,AL,2981931,546243
5/22/2021,AL,2962661,546079
5/21/2021,AL,2945488,545878
5/20/2021,AL,2939161,545579
5/2/2021,AL,2622717,539752
5/19/2021,AL,2906102,545299
5/18/2021,AL,2905553,545023
5/17/2021,AL,2886153,544735
5/16/2021,AL,2886106,544358
5/15/2021,AL,2881314,544135
5/14/2021,AL,2859591,543915
5/13/2021,AL,2831853,543622
5/12/2021,AL,2791631,543310
5/11/2021,AL,2773902,542922
5/10/2021,AL,2773615,542601
5/1/2021,AL,2617405,539462
4/9/2021,AL,2021334,530441
4/8/2021,AL,1976344,530003
4/7/2021,AL,1935221,529584
4/6/2021,AL,1896920,529128
4/5/2021,AL,1864857,528655
4/4/2021,AL,1858833,528084
4/30/2021,AL,2591163,539163
4/3/2021,AL,1847243,527838
4/29/2021,AL,2559938,538797
4/28/2021,AL,2527815,538390
4/27/2021,AL,2499694,537905
4/26/2021,AL,2478227,537450
4/25/2021,AL,2471409,536938
4/24/2021,AL,2461510,536650
4/23/2021,AL,2429629,536369
4/22/2021,AL,2394304,535964
4/21/2021,AL,2360527,535566
4/20/2021,AL,2327764,535130
4/2/2021,AL,1813462,527580
4/19/2021,AL,2297563,534663
4/18/2021,AL,2292276,534100
4/17/2021,AL,2280686,533773
4/16/2021,AL,2245574,533492
4/15/2021,AL,2207392,533062
4/14/2021,AL,2168891,532629
4/13/2021,AL,2127317,532154
4/12/2021,AL,2092489,531659
4/11/2021,AL,2082605,531065
4/10/2021,AL,2065327,530766
4/1/2021,AL,1771979,527208
3/9/2021,AL,1140984,517864
3/8/2021,AL,1116676,517352
3/7/2021,AL,1110132,516818
3/6/2021,AL,1099697,516472
3/5/2021,AL,1064578,516105
3/4/2021,AL,1032171,515581
3/31/2021,AL,1728736,526810
3/30/2021,AL,1697641,526459
3/3/2021,AL,1000031,515059
3/29/2021,AL,1666585,526037
3/28/2021,AL,1659102,525570
3/27/2021,AL,1645858,525288
3/26/2021,AL,1611404,524996
3/25/2021,AL,1579091,524631
3/24/2021,AL,1542416,524311
3/23/2021,AL,1509445,523892
3/22/2021,AL,1479271,523440
3/21/2021,AL,1472666,522889
3/20/2021,AL,1460782,522612
3/2/2021,AL,972161,514497
3/19/2021,AL,1426696,522271
3/18/2021,AL,1390066,521879
3/17/2021,AL,1363987,521404
3/16/2021,AL,1332298,520995
3/15/2021,AL,1306419,520518
3/14/2021,AL,1298612,519937
3/13/2021,AL,1288242,519642
3/12/2021,AL,1249205,519345
3/11/2021,AL,1209802,518842
3/10/2021,AL,1173820,518357
3/1/2021,AL,948393,513910
2/9/2021,AL,490969,497042
2/8/2021,AL,467636,495570
2/7/2021,AL,462332,493861
2/6/2021,AL,455173,492938
2/5/2021,AL,430597,491957
2/4/2021,AL,408428,490374
2/3/2021,AL,388339,488726
2/28/2021,AL,942502,513067
2/27/2021,AL,931090,512566
2/26/2021,AL,893859,512117
2/25/2021,AL,864757,511448
2/24/2021,AL,839703,510678
2/23/2021,AL,815108,509682
2/22/2021,AL,793614,508811
2/21/2021,AL,788613,507772
2/20/2021,AL,776936,507194
2/2/2021,AL,371882,486983
2/19/2021,AL,739132,506588
2/18/2021,AL,672038,505794
2/17/2021,AL,650020,504895
2/16/2021,AL,636682,503781
2/15/2021,AL,616375,503079
2/14/2021,AL,612254,502079
2/13/2021,AL,601159,501436
2/12/2021,AL,571115,500682
2/11/2021,AL,543237,499581
2/10/2021,AL,515802,498404
2/1/2021,AL,358280,484985
12/31/2020,AL,26711,388376
12/30/2020,AL,26711,383968
12/29/2020,AL,17284,378267
12/28/2020,AL,16872,372373
12/27/2020,AL,16872,365453
12/26/2020,AL,16366,362302
12/25/2020,AL,15857,358819
12/24/2020,AL,15857,357849
12/23/2020,AL,9473,355302
12/22/2020,AL,7383,350836
12/21/2020,AL,6452,345946
12/20/2020,AL,5767,340016
12/19/2020,AL,3152,337447
12/18/2020,AL,1647,334836
12/17/2020,AL,193,330912
12/16/2020,AL,0,326507
12/15/2020,AL,0,321876
12/14/2020,AL,0,316836
1/9/2021,AL,66179,424959
1/8/2021,AL,57105,422588
1/7/2021,AL,48888,418666
1/6/2021,AL,43280,414297
1/5/2021,AL,40278,409630
1/4/2021,AL,39564,404176
1/31/2021,AL,353974,482514
1/30/2021,AL,342436,481282
1/3/2021,AL,39446,397457
1/29/2021,AL,300915,480024
1/28/2021,AL,278993,478059
1/27/2021,AL,266444,475725
1/26/2021,AL,254959,473152
1/25/2021,AL,250612,470243
1/24/2021,AL,243737,466856
1/23/2021,AL,221540,465206
1/22/2021,AL,199314,463583
1/21/2021,AL,165919,460979
1/20/2021,AL,139200,458083
1/2/2021,AL,39237,394147
1/19/2021,AL,130795,455068
1/18/2021,AL,129590,451705
1/17/2021,AL,123995,448221
1/16/2021,AL,115028,446419
1/15/2021,AL,100567,444535
1/14/2021,AL,92300,441457
1/13/2021,AL,84040,438195
1/12/2021,AL,78134,434865
1/11/2021,AL,76528,431340
1/10/2021,AL,74589,427028
1/1/2021,AL,36188,390696
9/9/2021,AR,2876898,469977
9/8/2021,AR,2868778,467496
9/7/2021,AR,2866219,465315
9/6/2021,AR,2863241,464732
9/5/2021,AR,2857875,463795
9/4/2021,AR,2846451,462723
9/3/2021,AR,2834345,460363
9/2/2021,AR,2822186,458234
9/18/2021,AR,2946305,484317
9/17/2021,AR,2938812,482743
9/16/2021,AR,2931509,480934
9/15/2021,AR,2923649,479110
9/14/2021,AR,2916559,477191
9/13/2021,AR,2913833,475647
9/12/2021,AR,2908565,475001
9/11/2021,AR,2899259,473885
9/10/2021,AR,2890656,472136
9/1/2021,AR,2809381,455781
8/9/2021,AR,2553412,405272
8/8/2021,AR,2546791,404277
8/7/2021,AR,2533503,402908
8/6/2021,AR,2520966,400275
8/5/2021,AR,2509004,397238
8/4/2021,AR,2497552,394461
8/31/2021,AR,2795401,452891
8/30/2021,AR,2791499,450265
8/3/2021,AR,2466403,391623
8/29/2021,AR,2784921,449383
8/28/2021,AR,2770908,448596
8/27/2021,AR,2759343,446430
8/26/2021,AR,2745701,443564
8/25/2021,AR,2730865,441246
8/24/2021,AR,2717593,438465
8/23/2021,AR,2711677,436242
8/22/2021,AR,2704473,435256
8/21/2021,AR,2685663,434027
8/20/2021,AR,2675246,431507
8/2/2021,AR,2462767,389280
8/19/2021,AR,2664313,429100
8/18/2021,AR,2652240,425551
8/17/2021,AR,2638290,422866
8/16/2021,AR,2630531,420663
8/15/2021,AR,2623952,419807
8/14/2021,AR,2609173,418290
8/13/2021,AR,2595068,416173
8/12/2021,AR,2581762,413150
8/11/2021,AR,2570239,410832
8/10/2021,AR,2558554,407892
8/1/2021,AR,2455566,388436
7/9/2021,AR,2274808,355460
7/8/2021,AR,2269110,354305
7/7/2021,AR,2263629,353095
7/6/2021,AR,2261649,352095
7/5/2021,AR,2260286,351825
7/4/2021,AR,2257743,351407
7/31/2021,AR,2442426,386452
7/30/2021,AR,2432736,385113
7/3/2021,AR,2252454,350993
7/29/2021,AR,2421801,382569
7/28/2021,AR,2410715,379726
7/27/2021,AR,2400798,378023
7/26/2021,AR,2397163,375971
7/25/2021,AR,2390909,375350
7/24/2021,AR,2378420,374328
7/23/2021,AR,2363840,372313
7/22/2021,AR,2354411,370326
7/21/2021,AR,2344406,368466
7/20/2021,AR,2336637,367007
7/2/2021,AR,2247070,350579
7/19/2021,AR,2334536,365132
7/18/2021,AR,2330266,364280
7/17/2021,AR,2321236,363430
7/16/2021,AR,2310080,362580
7/15/2021,AR,2304153,361238
7/14/2021,AR,2297956,360258
7/13/2021,AR,2292296,358949
7/12/2021,AR,2290025,357473
7/11/2021,AR,2286921,356802
7/10/2021,AR,2280113,356131
7/1/2021,AR,2240617,350085
6/9/2021,AR,2123438,342927
6/8/2021,AR,2117118,342726
6/7/2021,AR,2111327,342495
6/6/2021,AR,2111201,342433
6/5/2021,AR,2103704,342345
6/4/2021,AR,2095644,342142
6/30/2021,AR,2229874,349385
6/3/2021,AR,2089146,341889
6/29/2021,AR,2225518,348699
6/28/2021,AR,2224069,348220
6/27/2021,AR,2218870,347896
6/26/2021,AR,2211512,347575
6/25/2021,AR,2206228,347254
6/24/2021,AR,2200842,346952
6/23/2021,AR,2195931,346569
6/22/2021,AR,2191813,346180
6/21/2021,AR,2190235,345695
6/20/2021,AR,2185888,345605
6/2/2021,AR,2083064,341692
6/19/2021,AR,2180298,345383
6/18/2021,AR,2173705,345164
6/17/2021,AR,2168127,344945
6/16/2021,AR,2161876,344657
6/15/2021,AR,2155399,344369
6/14/2021,AR,2151600,344067
6/13/2021,AR,2143908,343964
6/12/2021,AR,2137109,343873
6/11/2021,AR,2130617,343609
6/10/2021,AR,2130617,343216
6/1/2021,AR,2081267,341450
5/9/2021,AR,1900002,337510
5/8/2021,AR,1885668,337415
5/7/2021,AR,1872359,337170
5/6/2021,AR,1860521,336948
5/5/2021,AR,1845530,336760
5/4/2021,AR,1834452,336462
5/31/2021,AR,2079708,341381
5/30/2021,AR,2077244,341351
5/3/2021,AR,1829914,336166
5/29/2021,AR,2069135,341290
5/28/2021,AR,2058874,341130
5/27/2021,AR,2050759,340916
5/26/2021,AR,2041850,340698
5/25/2021,AR,2032185,340515
5/24/2021,AR,2029791,340186
5/23/2021,AR,2025275,340137
5/22/2021,AR,2015842,340040
5/21/2021,AR,2002891,339863
5/20/2021,AR,1991127,339662
5/2/2021,AR,1824158,336105
5/19/2021,AR,1981006,339406
5/18/2021,AR,1973505,339162
5/17/2021,AR,1970379,338849
5/16/2021,AR,1966843,338782
5/15/2021,AR,1954605,338687
5/14/2021,AR,1938998,338485
5/13/2021,AR,1928682,338235
5/12/2021,AR,1919251,338043
5/11/2021,AR,1909885,337819
5/10/2021,AR,1905274,337586
5/1/2021,AR,1803795,335968
4/9/2021,AR,1405741,331882
4/8/2021,AR,1379591,331704
4/7/2021,AR,1351223,331505
4/6/2021,AR,1325141,331261
4/5/2021,AR,1316063,331098
4/4/2021,AR,1306811,331054
4/30/2021,AR,1787295,335725
4/3/2021,AR,1305535,330970
4/29/2021,AR,1772085,335529
4/28/2021,AR,1753393,335289
4/27/2021,AR,1737538,334998
4/26/2021,AR,1734405,334769
4/25/2021,AR,1724751,334706
4/24/2021,AR,1707412,334642
4/23/2021,AR,1688238,334458
4/22/2021,AR,1667028,334222
4/21/2021,AR,1645403,333709
4/20/2021,AR,1624969,333709
4/2/2021,AR,1244076,330753
4/19/2021,AR,1618371,333511
4/18/2021,AR,1611803,333452
4/17/2021,AR,1585770,333407
4/16/2021,AR,1561736,333186
4/15/2021,AR,1535135,332949
4/14/2021,AR,1508295,332666
4/13/2021,AR,1484206,332446
4/12/2021,AR,1478774,332222
4/11/2021,AR,1469291,332053
4/10/2021,AR,1440169,332053
4/1/2021,AR,1209965,330609
3/9/2021,AR,782750,325383
3/8/2021,AR,773357,324951
3/7/2021,AR,765260,324818
3/6/2021,AR,744139,324653
3/5/2021,AR,723756,324326
3/4/2021,AR,704368,323756
3/31/2021,AR,1183295,330398
3/30/2021,AR,1159108,330186
3/3/2021,AR,687433,323353
3/29/2021,AR,1153739,330008
3/28/2021,AR,1143893,329929
3/27/2021,AR,1114449,329860
3/26/2021,AR,1086176,329695
3/25/2021,AR,1056307,329511
3/24/2021,AR,1032499,329177
3/23/2021,AR,1012415,328946
3/22/2021,AR,1008575,328707
3/21/2021,AR,999488,328655
3/20/2021,AR,974973,328547
3/2/2021,AR,670815,322949
3/19/2021,AR,952919,328273
3/18/2021,AR,929862,328045
3/17/2021,AR,912660,327781
3/16/2021,AR,897059,327456
3/15/2021,AR,892588,327060
3/14/2021,AR,882630,326943
3/13/2021,AR,882630,326813
3/12/2021,AR,836608,326499
3/11/2021,AR,800091,326040
3/10/2021,AR,799184,325700
3/1/2021,AR,661572,322509
2/9/2021,AR,404127,308848
2/8/2021,AR,401664,307373
2/7/2021,AR,393445,306736
2/6/2021,AR,374674,306064
2/5/2021,AR,351175,304723
2/4/2021,AR,338227,302899
2/3/2021,AR,322447,300430
2/28/2021,AR,649311,322415
2/27/2021,AR,622665,319195
2/26/2021,AR,597990,318638
2/25/2021,AR,572553,318122
2/24/2021,AR,554466,317396
2/23/2021,AR,540192,316593
2/22/2021,AR,535413,315759
2/21/2021,AR,528467,315514
2/20/2021,AR,520904,315230
2/2/2021,AR,314470,298004
2/19/2021,AR,517271,314713
2/18/2021,AR,490737,314445
2/17/2021,AR,486949,314192
2/16/2021,AR,483438,313525
2/15/2021,AR,479972,313348
2/14/2021,AR,472536,313028
2/13/2021,AR,457386,312562
2/12/2021,AR,447146,311608
2/11/2021,AR,430803,311043
2/10/2021,AR,418054,309940
2/1/2021,AR,311230,296494
12/31/2020,AR,33802,225138
12/30/2020,AR,30459,222430
12/29/2020,AR,27504,219246
12/28/2020,AR,25034,216528
12/27/2020,AR,24871,214877
12/26/2020,AR,24871,213969
12/25/2020,AR,24796,213267
12/24/2020,AR,19773,211145
12/23/2020,AR,19773,207941
12/22/2020,AR,9947,205048
12/21/2020,AR,9947,203107
12/20/2020,AR,7817,201650
12/19/2020,AR,7817,200114
12/18/2020,AR,1514,197421
12/17/2020,AR,4,194543
12/16/2020,AR,4,191504
12/15/2020,AR,0,189198
12/14/2020,AR,0,187057
1/9/2021,AR,40879,251746
1/8/2021,AR,40879,248860
1/7/2021,AR,40879,245916
1/6/2021,AR,40879,242593
1/5/2021,AR,40879,238888
1/4/2021,AR,40879,234781
1/31/2021,AR,303793,295268
1/30/2021,AR,288651,294387
1/3/2021,AR,40879,233475
1/29/2021,AR,269993,292563
1/28/2021,AR,252824,290856
1/27/2021,AR,252824,288964
1/26/2021,AR,236290,287187
1/25/2021,AR,221095,284702
1/24/2021,AR,214240,284066
1/23/2021,AR,201676,282995
1/22/2021,AR,201676,281382
1/21/2021,AR,173312,279220
1/20/2021,AR,173312,276114
1/2/2021,AR,39215,231442
1/19/2021,AR,156024,273594
1/18/2021,AR,142337,272263
1/17/2021,AR,133111,271122
1/16/2021,AR,133111,270178
1/15/2021,AR,125849,267635
1/14/2021,AR,118338,264511
1/13/2021,AR,94854,262020
1/12/2021,AR,44181,259553
1/11/2021,AR,40879,256344
1/10/2021,AR,40879,255076
1/1/2021,AR,37537,229442
9/9/2021,AZ,7924996,1039492
9/8/2021,AZ,7917526,1037012
9/7/2021,AZ,7911114,1034790
9/6/2021,AZ,7903096,1032808
9/5/2021,AZ,7887741,1030430
9/4/2021,AZ,7871103,1027359
9/3/2021,AZ,7855715,1023935
9/2/2021,AZ,7602465,1020133
9/18/2021,AZ,8058815,1064346
9/17/2021,AZ,8045806,1061604
9/16/2021,AZ,8029150,1058774
