Date,State,Vaccines,Cases
4/2/2021,OR,1941147,166013
4/19/2021,OR,2628195,175592
4/18/2021,OR,2595396,175121
4/17/2021,OR,2549615,174501
4/16/2021,OR,2501531,173626
4/15/2021,OR,2455797,172931
4/14/2021,OR,2415448,172206
4/13/2021,OR,2384336,171398
4/12/2021,OR,2356196,170850
4/11/2021,OR,2321846,170568
4/10/2021,OR,2266230,170085
4/1/2021,OR,1893672,165524
3/9/2021,OR,1221981,158007
3/8/2021,OR,1199682,157515
3/7/2021,OR,1172840,157285
3/6/2021,OR,1137864,157079
3/5/2021,OR,1097974,156884
3/4/2021,OR,1073041,156673
3/31/2021,OR,1854126,165012
3/30/2021,OR,1821492,164570
3/3/2021,OR,1050060,156287
3/29/2021,OR,1802561,164164
3/28/2021,OR,1772914,163952
3/27/2021,OR,1737553,163702
3/26/2021,OR,1694736,163295
3/25/2021,OR,1657083,162806
3/24/2021,OR,1626721,162385
3/23/2021,OR,1606844,162016
3/22/2021,OR,1584449,161706
3/21/2021,OR,1560983,161531
3/20/2021,OR,1523965,161320
3/2/2021,OR,1038342,156037
3/19/2021,OR,1483419,160994
3/18/2021,OR,1433105,160622
3/17/2021,OR,1414113,160286
3/16/2021,OR,1412282,160050
3/15/2021,OR,1387803,159788
3/14/2021,OR,1366471,159617
3/13/2021,OR,1334042,159392
3/12/2021,OR,1271685,159037
3/11/2021,OR,1239800,158644
3/10/2021,OR,1238835,158291
3/1/2021,OR,1024055,155787
2/9/2021,OR,572695,147932
2/8/2021,OR,554440,147419
2/7/2021,OR,532746,147122
2/6/2021,OR,509875,146741
2/5/2021,OR,487153,146137
2/4/2021,OR,471983,145320
2/3/2021,OR,454269,144605
2/28/2021,OR,994403,155597
2/27/2021,OR,960674,155315
2/26/2021,OR,927860,154878
2/25/2021,OR,889531,154554
2/24/2021,OR,865750,154062
2/23/2021,OR,864960,153645
2/22/2021,OR,844210,153134
2/21/2021,OR,821720,152818
2/20/2021,OR,794779,152711
2/2/2021,OR,438302,143978
2/19/2021,OR,767637,152190
2/18/2021,OR,708570,151713
2/17/2021,OR,692781,151257
2/16/2021,OR,685214,150875
2/15/2021,OR,678521,150464
2/14/2021,OR,671315,150281
2/13/2021,OR,650929,150034
2/12/2021,OR,589035,149576
2/11/2021,OR,589035,149082
2/10/2021,OR,589035,148475
2/1/2021,OR,423627,143373
12/31/2020,OR,31386,113909
12/30/2020,OR,25976,112260
12/29/2020,OR,20302,111227
12/28/2020,OR,18921,110545
12/27/2020,OR,17134,109725
12/26/2020,OR,17134,108326
12/25/2020,OR,14527,107718
12/24/2020,OR,10409,106821
12/23/2020,OR,7205,105970
12/22/2020,OR,4477,105073
12/21/2020,OR,3042,103755
12/20/2020,OR,2037,102930
12/19/2020,OR,685,101814
12/18/2020,OR,198,100308
12/17/2020,OR,198,98936
12/16/2020,OR,0,97622
12/15/2020,OR,0,96092
12/14/2020,OR,0,95010
1/9/2021,OR,74928,124476
1/8/2021,OR,66933,122847
1/7/2021,OR,61672,121085
1/6/2021,OR,55247,120223
1/5/2021,OR,51283,119488
1/4/2021,OR,48733,118453
1/31/2021,OR,407890,142416
1/30/2021,OR,382392,142416
1/3/2021,OR,45303,117745
1/29/2021,OR,359391,141729
1/28/2021,OR,340383,140783
1/27/2021,OR,325488,140063
1/26/2021,OR,308066,139355
1/25/2021,OR,300676,138587
1/24/2021,OR,285922,138168
1/23/2021,OR,270463,137600
1/22/2021,OR,253705,136839
1/21/2021,OR,216928,135973
1/20/2021,OR,216928,135142
1/2/2021,OR,44420,116348
1/19/2021,OR,216928,134468
1/18/2021,OR,204978,133851
1/17/2021,OR,189198,133205
1/16/2021,OR,173079,132412
1/15/2021,OR,146153,131258
1/14/2021,OR,129796,130246
1/13/2021,OR,115075,129109
1/12/2021,OR,104610,127780
1/11/2021,OR,97024,126607
1/10/2021,OR,88376,125683
1/1/2021,OR,38703,113909
9/9/2021,PA,15642841,1333308
9/8/2021,PA,15617396,1329111
9/7/2021,PA,15606032,1324720
9/6/2021,PA,15576507,1322184
9/5/2021,PA,15558256,1319681
9/4/2021,PA,15536659,1316505
9/3/2021,PA,15505628,1311722
9/2/2021,PA,15473377,1308284
9/18/2021,PA,15871428,1375864
9/17/2021,PA,15870658,1370247
9/16/2021,PA,15838570,1365049
9/15/2021,PA,15803009,1359263
9/14/2021,PA,15776966,1354451
9/13/2021,PA,15759838,1350719
9/12/2021,PA,15714069,1347569
9/11/2021,PA,15709016,1343444
9/10/2021,PA,15676313,1338313
9/1/2021,PA,15439653,1303468
8/9/2021,PA,14800866,1243368
8/8/2021,PA,14783069,1242271
8/7/2021,PA,14753470,1241031
8/6/2021,PA,14722968,1239370
8/5/2021,PA,14692536,1237659
8/4/2021,PA,14662319,1235859
8/31/2021,PA,15403600,1300368
8/30/2021,PA,15388826,1297119
8/3/2021,PA,14634689,1234462
8/29/2021,PA,15365996,1294879
8/28/2021,PA,15331833,1292437
8/27/2021,PA,15292961,1288595
8/26/2021,PA,15253030,1284750
8/25/2021,PA,15218928,1281588
8/24/2021,PA,15190103,1277976
8/23/2021,PA,15172755,1274950
8/22/2021,PA,15153953,1273163
8/21/2021,PA,15121080,1271038
8/20/2021,PA,15083467,1268311
8/2/2021,PA,14631640,1232900
8/19/2021,PA,15051404,1265865
8/18/2021,PA,15017532,1261976
8/17/2021,PA,14995134,1259790
8/16/2021,PA,14958601,1257246
8/15/2021,PA,14957548,1255967
8/14/2021,PA,14929940,1253869
8/13/2021,PA,14895375,1251646
8/12/2021,PA,14868761,1249626
8/11/2021,PA,14839806,1247315
8/10/2021,PA,14812827,1245467
8/1/2021,PA,14612105,1232034
7/9/2021,PA,14080908,1219093
7/8/2021,PA,14066966,1218865
7/7/2021,PA,14041626,1218628
7/6/2021,PA,14021807,1218444
7/5/2021,PA,14012901,1218348
7/4/2021,PA,13973249,1218228
7/31/2021,PA,14548512,1231056
7/30/2021,PA,14547869,1229914
7/3/2021,PA,13972721,1218092
7/29/2021,PA,14520961,1228922
7/28/2021,PA,14482512,1227858
7/27/2021,PA,14448982,1227098
7/26/2021,PA,14440736,1226077
7/25/2021,PA,14427212,1225664
7/24/2021,PA,14404712,1225091
7/23/2021,PA,14377062,1224445
7/22/2021,PA,14350596,1223810
7/21/2021,PA,14329614,1223251
7/20/2021,PA,14298602,1222710
7/2/2021,PA,13943225,1217875
7/19/2021,PA,14289071,1222113
7/18/2021,PA,14266489,1221893
7/17/2021,PA,14249455,1221556
7/16/2021,PA,14226618,1221142
7/15/2021,PA,14199798,1220724
7/14/2021,PA,14177430,1220306
7/13/2021,PA,14155007,1220002
7/12/2021,PA,14139778,1219666
7/11/2021,PA,14126934,1219536
7/10/2021,PA,14103639,1219345
7/1/2021,PA,13914074,1217710
6/9/2021,PA,13034223,1212702
6/8/2021,PA,13007203,1212369
6/7/2021,PA,12922194,1211787
6/6/2021,PA,12875076,1211563
6/5/2021,PA,12874233,1211209
6/4/2021,PA,12805618,1210609
6/30/2021,PA,13873980,1217534
6/3/2021,PA,12677443,1209875
6/29/2021,PA,13862092,1217361
6/28/2021,PA,13850869,1217172
6/27/2021,PA,13815858,1217090
6/26/2021,PA,13794966,1216957
6/25/2021,PA,13759384,1216767
6/24/2021,PA,13715484,1216569
6/23/2021,PA,13679110,1216369
6/22/2021,PA,13651077,1216145
6/21/2021,PA,13631788,1215895
6/20/2021,PA,13609746,1215788
6/2/2021,PA,12648220,1209303
6/19/2021,PA,13571908,1215671
6/18/2021,PA,13535439,1215446
6/17/2021,PA,13479483,1215157
6/16/2021,PA,13366581,1214852
6/15/2021,PA,13365625,1214609
6/14/2021,PA,13318101,1214238
6/13/2021,PA,13267983,1214098
6/12/2021,PA,13212289,1213911
6/11/2021,PA,13135306,1213564
6/10/2021,PA,13084043,1213162
6/1/2021,PA,12614213,1208585
5/9/2021,PA,10952811,1179731
5/8/2021,PA,10877689,1178460
5/7/2021,PA,10758543,1175882
5/6/2021,PA,10644951,1172871
5/5/2021,PA,10531067,1170463
5/4/2021,PA,10438087,1167734
5/31/2021,PA,12587891,1208114
5/30/2021,PA,12571563,1207733
5/3/2021,PA,10367062,1164514
5/29/2021,PA,12521140,1207248
5/28/2021,PA,12440155,1206466
5/27/2021,PA,12369985,1205486
5/26/2021,PA,12290530,1204549
5/25/2021,PA,12218849,1203512
5/24/2021,PA,12177301,1202357
5/23/2021,PA,12131356,1201744
5/22/2021,PA,12070286,1200806
5/21/2021,PA,11975701,1199462
5/20/2021,PA,11872222,1197491
5/2/2021,PA,10297139,1162868
5/19/2021,PA,11788830,1196094
5/18/2021,PA,11675948,1194896
5/17/2021,PA,11612451,1192986
5/16/2021,PA,11557842,1192193
5/15/2021,PA,11456614,1191152
5/14/2021,PA,11362846,1189229
5/13/2021,PA,11288966,1187437
5/12/2021,PA,11178395,1185379
5/11/2021,PA,11106182,1183320
5/10/2021,PA,11005196,1180727
5/1/2021,PA,10238628,1160428
4/9/2021,PA,6920672,1070897
4/8/2021,PA,6842553,1065694
4/7/2021,PA,6819136,1061212
4/6/2021,PA,6802632,1056686
4/5/2021,PA,6756869,1051678
4/4/2021,PA,6670089,1049012
4/30/2021,PA,10051650,1157398
4/3/2021,PA,6551136,1045758
4/29/2021,PA,9931324,1153006
4/28/2021,PA,9800202,1149301
4/27/2021,PA,9696649,1146000
4/26/2021,PA,9613437,1142189
4/25/2021,PA,9527786,1140324
4/24/2021,PA,9430907,1137444
4/23/2021,PA,9239553,1133435
4/22/2021,PA,9007319,1129410
4/21/2021,PA,8871360,1124952
4/20/2021,PA,8690848,1120493
4/2/2021,PA,6384592,1040264
4/19/2021,PA,8591616,1115395
4/18/2021,PA,8517810,1113253
4/17/2021,PA,8391487,1110315
4/16/2021,PA,8249758,1105219
4/15/2021,PA,8084439,1099655
4/14/2021,PA,7936989,1094721
4/13/2021,PA,7811291,1088824
4/12/2021,PA,7687290,1081741
4/11/2021,PA,7559762,1079234
4/10/2021,PA,7457814,1075587
4/1/2021,PA,6201769,1035371
3/9/2021,PA,3524263,959195
3/8/2021,PA,3335592,956196
3/7/2021,PA,3319263,954784
3/6/2021,PA,3298800,953246
3/5/2021,PA,3169691,950383
3/4/2021,PA,3036398,947771
3/31/2021,PA,6056762,1031532
3/30/2021,PA,5947782,1027139
3/3/2021,PA,2948581,944543
3/29/2021,PA,5893502,1021723
3/28/2021,PA,5795550,1018838
3/27/2021,PA,5670930,1015789
3/26/2021,PA,5516639,1011727
3/25/2021,PA,5325139,1006738
3/24/2021,PA,5290020,1003028
3/23/2021,PA,5150999,998162
3/22/2021,PA,4748613,994664
3/21/2021,PA,4639971,993059
3/20/2021,PA,4637450,990693
3/2/2021,PA,2886451,942039
3/19/2021,PA,4612975,986621
3/18/2021,PA,4591687,983158
3/17/2021,PA,4491125,980043
3/16/2021,PA,4340831,976823
3/15/2021,PA,4283453,973678
3/14/2021,PA,4191298,972283
3/13/2021,PA,4093668,970371
3/12/2021,PA,3759104,967550
3/11/2021,PA,3737143,964494
3/10/2021,PA,3638014,961729
3/1/2021,PA,2835338,939500
2/9/2021,PA,1478180,884846
2/8/2021,PA,1441358,880403
2/7/2021,PA,1407839,878047
2/6/2021,PA,1338491,873652
2/5/2021,PA,1271529,869511
2/4/2021,PA,1218735,864448
2/3/2021,PA,1158091,861104
2/28/2021,PA,2751844,937813
2/27/2021,PA,2676006,936036
2/26/2021,PA,2562627,932615
2/25/2021,PA,2489919,929254
2/24/2021,PA,2425429,926900
2/23/2021,PA,2381079,924208
2/22/2021,PA,2358058,921362
2/21/2021,PA,2306828,919879
2/20/2021,PA,2231800,918006
2/2/2021,PA,1155945,858012
2/19/2021,PA,2184973,915292
2/18/2021,PA,2002786,912580
2/17/2021,PA,1950185,909312
2/16/2021,PA,1832629,905883
2/15/2021,PA,1828070,903492
2/14/2021,PA,1822327,901640
2/13/2021,PA,1678229,899209
2/12/2021,PA,1668862,895359
2/11/2021,PA,1594474,891886
2/10/2021,PA,1538058,887852
2/1/2021,PA,1134185,854301
12/31/2020,PA,143381,648569
12/30/2020,PA,121766,640195
12/29/2020,PA,103586,630704
12/28/2020,PA,85756,621660
12/27/2020,PA,84826,617985
12/26/2020,PA,80927,612913
12/25/2020,PA,75224,605626
12/24/2020,PA,74228,598585
12/23/2020,PA,54732,589844
12/22/2020,PA,39359,579995
12/21/2020,PA,24855,571650
12/20/2020,PA,21928,563891
12/19/2020,PA,15119,557426
12/18/2020,PA,3580,547168
12/17/2020,PA,1681,537851
12/16/2020,PA,0,528142
12/15/2020,PA,0,517931
12/14/2020,PA,0,508011
1/9/2021,PA,272602,721578
1/8/2021,PA,226478,711941
1/7/2021,PA,202498,701406
1/6/2021,PA,179354,691999
1/5/2021,PA,164552,682122
1/4/2021,PA,163207,673438
1/31/2021,PA,1088172,850949
1/30/2021,PA,1032426,846991
1/3/2021,PA,159890,669802
1/29/2021,PA,972742,841497
1/28/2021,PA,856371,833078
1/27/2021,PA,851980,826091
1/26/2021,PA,800354,820534
1/25/2021,PA,776799,815449
1/24/2021,PA,744591,811646
1/23/2021,PA,695870,807820
1/22/2021,PA,652886,801998
1/21/2021,PA,605428,796679
1/20/2021,PA,568660,790894
1/2/2021,PA,155983,664958
1/19/2021,PA,548463,785302
1/18/2021,PA,544416,779671
1/17/2021,PA,533902,775683
1/16/2021,PA,510891,769900
1/15/2021,PA,452066,763050
1/14/2021,PA,448151,756322
1/13/2021,PA,384098,749858
1/12/2021,PA,341948,741687
1/11/2021,PA,305339,734116
1/10/2021,PA,303198,728887
1/1/2021,PA,154002,657060
9/9/2021,PR,4378233,176283
9/8/2021,PR,4365052,175699
9/7/2021,PR,4338431,174923
9/6/2021,PR,4338387,174673
9/5/2021,PR,4338354,174576
9/4/2021,PR,4304242,174316
9/3/2021,PR,4289043,173683
9/2/2021,PR,4271096,173129
9/18/2021,PR,4573121,179327
9/17/2021,PR,4561783,179028
9/16/2021,PR,4508458,178736
9/15/2021,PR,4486534,178423
9/14/2021,PR,4477759,177988
9/13/2021,PR,4477176,177503
9/12/2021,PR,4473274,177450
9/11/2021,PR,4463429,177257
9/10/2021,PR,4397647,176769
9/1/2021,PR,4252724,172429
8/9/2021,PR,4029615,152944
8/8/2021,PR,4024226,152755
8/7/2021,PR,4014073,152235
8/6/2021,PR,4014026,151267
8/5/2021,PR,3997166,150439
8/4/2021,PR,3990725,149860
8/31/2021,PR,4238431,171644
8/30/2021,PR,4233402,170649
8/3/2021,PR,3984683,149001
8/29/2021,PR,4224421,170527
8/28/2021,PR,4207477,170133
8/27/2021,PR,4193852,169348
8/26/2021,PR,4179097,168510
8/25/2021,PR,4166373,167623
8/24/2021,PR,4166339,166665
8/23/2021,PR,4151188,165417
8/22/2021,PR,4144445,165262
8/21/2021,PR,4132422,164774
8/20/2021,PR,4132363,163770
8/2/2021,PR,3984683,148020
8/19/2021,PR,4113335,162820
8/18/2021,PR,4101567,161874
8/17/2021,PR,4101529,160840
8/16/2021,PR,4088159,159536
8/15/2021,PR,4081296,159416
8/14/2021,PR,4070921,158862
8/13/2021,PR,4058183,157752
8/12/2021,PR,4047486,156567
8/11/2021,PR,4041146,155405
8/10/2021,PR,4032427,154378
8/1/2021,PR,3980367,147855
7/9/2021,PR,3805689,140815
7/8/2021,PR,3790497,140722
7/7/2021,PR,3772359,140599
7/6/2021,PR,3768648,140461
7/5/2021,PR,3766057,140408
7/4/2021,PR,3760644,140394
7/31/2021,PR,3975244,147504
7/30/2021,PR,3975187,146780
7/3/2021,PR,3744779,140366
7/29/2021,PR,3964947,146021
7/28/2021,PR,3959543,145328
7/27/2021,PR,3955709,144726
7/26/2021,PR,3953471,144402
7/25/2021,PR,3948738,144335
7/24/2021,PR,3940933,144161
7/23/2021,PR,3934047,143721
7/22/2021,PR,3933973,143340
7/21/2021,PR,3914177,142979
7/20/2021,PR,3903554,142609
7/2/2021,PR,3696592,140298
7/19/2021,PR,3902053,142271
7/18/2021,PR,3898573,142213
7/17/2021,PR,3889890,142099
7/16/2021,PR,3880705,141874
7/15/2021,PR,3863437,141644
7/14/2021,PR,3863395,141444
7/13/2021,PR,3839872,141227
7/12/2021,PR,3837957,141029
7/11/2021,PR,3832854,140994
7/10/2021,PR,3818232,140928
7/1/2021,PR,3696501,140218
6/9/2021,PR,2838539,139183
6/8/2021,PR,2818604,139118
6/7/2021,PR,2817633,139052
6/6/2021,PR,2791737,139044
6/5/2021,PR,2791687,139014
6/4/2021,PR,2761122,138941
6/30/2021,PR,3230732,140124
6/3/2021,PR,2740718,138867
6/29/2021,PR,3208221,140051
6/28/2021,PR,3188206,139981
6/27/2021,PR,3157933,139971
6/26/2021,PR,3157897,139951
6/25/2021,PR,3116304,139913
6/24/2021,PR,3078320,139863
6/23/2021,PR,3059576,139821
6/22/2021,PR,3043528,139771
6/21/2021,PR,3043527,139710
6/20/2021,PR,3029584,139701
6/2/2021,PR,2721924,138806
6/19/2021,PR,3015598,139682
6/18/2021,PR,2995612,139639
6/17/2021,PR,2973092,139601
6/16/2021,PR,2952854,139550
6/15/2021,PR,2934670,139481
6/14/2021,PR,2917485,139397
6/13/2021,PR,2899184,139386
6/12/2021,PR,2883298,139350
6/11/2021,PR,2861256,139289
6/10/2021,PR,2861256,139240
6/1/2021,PR,2713297,138726
5/9/2021,PR,2174111,135713
5/8/2021,PR,2137177,135583
5/7/2021,PR,2083637,135307
5/6/2021,PR,2042436,134979
5/5/2021,PR,2006360,134617
5/4/2021,PR,1974000,134237
5/31/2021,PR,2709134,138668
5/30/2021,PR,2700673,138659
5/3/2021,PR,1968716,133760
5/29/2021,PR,2673941,138605
5/28/2021,PR,2655465,138516
5/27/2021,PR,2631756,138414
5/26/2021,PR,2599775,138306
5/25/2021,PR,2507745,138185
5/24/2021,PR,2502592,138028
5/23/2021,PR,2492007,138020
5/22/2021,PR,2461821,137956
5/21/2021,PR,2461308,137792
5/20/2021,PR,2432019,137641
5/2/2021,PR,1958729,133711
5/19/2021,PR,2396739,137435
5/18/2021,PR,2370464,137252
5/17/2021,PR,2365696,137038
5/16/2021,PR,2365256,137021
5/15/2021,PR,2331388,136947
5/14/2021,PR,2296608,136749
5/13/2021,PR,2265054,136535
5/12/2021,PR,2233876,136302
5/11/2021,PR,2204479,136048
5/10/2021,PR,2195731,135740
5/1/2021,PR,1923810,133493
4/9/2021,PR,1243126,115817
4/8/2021,PR,1225223,114463
4/7/2021,PR,1205841,113375
4/6/2021,PR,1182856,112186
4/5/2021,PR,1178233,110651
4/4/2021,PR,1171342,110507
4/30/2021,PR,1885594,132935
4/3/2021,PR,1167735,110210
4/29/2021,PR,1850881,132364
4/28/2021,PR,1815136,131847
4/27/2021,PR,1780310,131163
4/26/2021,PR,1772977,130352
4/25/2021,PR,1759828,130263
4/24/2021,PR,1730947,129944
4/23/2021,PR,1690128,129168
4/22/2021,PR,1653249,128309
4/21/2021,PR,1614950,127349
4/20/2021,PR,1585232,126287
4/2/2021,PR,1148177,110097
4/19/2021,PR,1575468,125013
4/18/2021,PR,1561390,124870
4/17/2021,PR,1530532,124375
4/16/2021,PR,1502691,123290
4/15/2021,PR,1468663,121955
4/14/2021,PR,1391068,120727
4/13/2021,PR,1365025,119497
4/12/2021,PR,1348411,117948
4/11/2021,PR,1311597,117757
4/10/2021,PR,1276169,117142
4/1/2021,PR,1114680,109561
3/9/2021,PR,635352,102531
3/8/2021,PR,633344,102329
3/7/2021,PR,628400,102311
3/6/2021,PR,611567,102246
3/5/2021,PR,596130,102051
3/4/2021,PR,595224,101886
3/31/2021,PR,1088065,108832
3/30/2021,PR,1062627,108161
3/3/2021,PR,568025,101644
3/29/2021,PR,1055993,107451
3/28/2021,PR,1044040,107359
3/27/2021,PR,1015714,107084
3/26/2021,PR,981193,106672
3/25/2021,PR,952499,106335
3/24/2021,PR,920753,105946
3/23/2021,PR,902839,105513
3/22/2021,PR,896153,105212
3/21/2021,PR,886400,105171
3/20/2021,PR,863265,105017
3/2/2021,PR,554694,101421
3/19/2021,PR,839948,104725
3/18/2021,PR,814157,104421
3/17/2021,PR,788188,104105
3/16/2021,PR,764943,103794
3/15/2021,PR,748982,103472
3/14/2021,PR,748875,103455
3/13/2021,PR,748875,103361
3/12/2021,PR,698082,103162
3/11/2021,PR,675568,102940
3/10/2021,PR,674636,102731
3/1/2021,PR,554664,101171
2/9/2021,PR,314047,97419
2/8/2021,PR,299694,97083
2/7/2021,PR,299694,97046
2/6/2021,PR,299694,96905
2/5/2021,PR,288024,96552
2/4/2021,PR,278321,96241
2/3/2021,PR,266671,95943
2/28/2021,PR,549615,101147
2/27/2021,PR,538085,101071
2/26/2021,PR,536377,100773
2/25/2021,PR,510041,100571
2/24/2021,PR,495114,100369
2/23/2021,PR,480439,100142
2/22/2021,PR,476647,99890
2/21/2021,PR,476475,99861
2/20/2021,PR,463527,99756
2/2/2021,PR,253439,95580
2/19/2021,PR,448755,99528
2/18/2021,PR,408058,99349
2/17/2021,PR,392136,99083
2/16/2021,PR,387180,98768
2/15/2021,PR,382721,98614
2/14/2021,PR,382721,98590
2/13/2021,PR,370837,98496
2/12/2021,PR,336959,98257
2/11/2021,PR,336959,98006
2/10/2021,PR,324368,97699
2/1/2021,PR,253439,95177
12/31/2020,PR,35300,82043
12/30/2020,PR,29214,81378
12/29/2020,PR,29214,80576
12/28/2020,PR,24281,79766
12/27/2020,PR,22578,79682
12/26/2020,PR,22578,79486
12/25/2020,PR,20192,79440
12/24/2020,PR,17042,79145
12/23/2020,PR,14312,78552
12/22/2020,PR,11249,77851
12/21/2020,PR,11247,77062
12/20/2020,PR,9502,76958
12/19/2020,PR,5791,76636
12/18/2020,PR,2129,75876
12/17/2020,PR,2129,75124
12/16/2020,PR,0,74312
12/15/2020,PR,0,73426
12/14/2020,PR,0,72456
1/9/2021,PR,60028,85840
1/8/2021,PR,51428,85108
1/7/2021,PR,51428,84288
1/6/2021,PR,51071,84219
1/5/2021,PR,51071,83553
1/4/2021,PR,44633,82771
1/31/2021,PR,249394,95138
1/30/2021,PR,236060,94976
1/3/2021,PR,42795,82703
1/29/2021,PR,224303,94638
1/28/2021,PR,212179,94286
1/27/2021,PR,199762,93880
1/26/2021,PR,188681,93440
1/25/2021,PR,187617,92886
1/24/2021,PR,184173,92845
1/23/2021,PR,173242,92659
1/22/2021,PR,161528,92175
1/21/2021,PR,147795,91649
1/20/2021,PR,136630,91093
1/2/2021,PR,42795,82509
1/19/2021,PR,129530,90476
1/18/2021,PR,123093,90001
1/17/2021,PR,123093,89945
1/16/2021,PR,113572,89647
1/15/2021,PR,113572,88998
1/14/2021,PR,94880,88378
1/13/2021,PR,84432,87678
1/12/2021,PR,84432,87028
1/11/2021,PR,74559,86203
1/10/2021,PR,73418,86123
1/1/2021,PR,42617,82462
9/9/2021,RI,1413145,165494
9/8/2021,RI,1411584,165119
9/7/2021,RI,1410438,164686
9/6/2021,RI,1409030,164547
9/5/2021,RI,1406986,164334
9/4/2021,RI,1404114,164117
9/3/2021,RI,1401425,163759
9/2/2021,RI,1398472,163398
9/18/2021,RI,1433284,168727
9/17/2021,RI,1430832,168371
9/16/2021,RI,1428626,168011
9/15/2021,RI,1426168,167651
9/14/2021,RI,1424342,167300
9/13/2021,RI,1423178,166832
9/12/2021,RI,1421062,166601
9/11/2021,RI,1418514,166282
9/10/2021,RI,1415856,165909
9/1/2021,RI,1395677,163029
8/9/2021,RI,1346164,156167
8/8/2021,RI,1344564,156031
8/7/2021,RI,1342273,155835
8/6/2021,RI,1340258,155601
8/5/2021,RI,1337970,155312
8/4/2021,RI,1335521,155076
8/31/2021,RI,1393434,162681
8/30/2021,RI,1391907,162332
8/3/2021,RI,1334034,154777
8/29/2021,RI,1389773,162150
8/28/2021,RI,1387179,161915
8/27/2021,RI,1384225,161539
8/26/2021,RI,1381130,161152
8/25/2021,RI,1378261,160757
8/24/2021,RI,1376557,160393
8/23/2021,RI,1375358,160144
8/22/2021,RI,1373200,160011
8/21/2021,RI,1370483,159794
8/20/2021,RI,1367301,159485
8/2/2021,RI,1332993,154569
8/19/2021,RI,1364565,159152
8/18/2021,RI,1361536,158798
8/17/2021,RI,1361056,158455
8/16/2021,RI,1359670,158084
8/15/2021,RI,1355713,157920
8/14/2021,RI,1355650,157684
8/13/2021,RI,1352952,157368
8/12/2021,RI,1350658,157001
8/11/2021,RI,1348833,156693
8/10/2021,RI,1347334,156379
8/1/2021,RI,1331347,154478
7/9/2021,RI,1291234,152398
7/8/2021,RI,1288950,152369
7/7/2021,RI,1286829,152341
7/6/2021,RI,1286436,152307
7/5/2021,RI,1284039,152295
7/4/2021,RI,1284036,152290
7/31/2021,RI,1329473,154319
7/30/2021,RI,1327428,154119
7/3/2021,RI,1282001,152273
7/29/2021,RI,1325135,153909
7/28/2021,RI,1322996,153713
7/27/2021,RI,1321618,153530
7/26/2021,RI,1320594,153414
7/25/2021,RI,1319080,153350
7/24/2021,RI,1317086,153260
7/23/2021,RI,1315071,153154
7/22/2021,RI,1313042,153064
7/21/2021,RI,1310650,152971
7/20/2021,RI,1309194,152867
7/2/2021,RI,1281273,152242
7/19/2021,RI,1308305,152790
7/18/2021,RI,1307002,152763
7/17/2021,RI,1305234,152715
7/16/2021,RI,1303331,152659
7/15/2021,RI,1301351,152608
7/14/2021,RI,1299207,152558
7/13/2021,RI,1297715,152512
7/12/2021,RI,1296707,152471
7/11/2021,RI,1295061,152449
7/10/2021,RI,1293080,152418
7/1/2021,RI,1278902,152218
6/9/2021,RI,1197274,151778
6/8/2021,RI,1193937,151741
6/7/2021,RI,1191402,151719
6/6/2021,RI,1181302,151710
6/5/2021,RI,1181278,151687
6/4/2021,RI,1174718,151653
6/30/2021,RI,1276058,152204
6/3/2021,RI,1170969,151599
6/29/2021,RI,1274182,152183
6/28/2021,RI,1273043,152172
6/27/2021,RI,1268005,152164
6/26/2021,RI,1264054,152146
6/25/2021,RI,1260755,152126
6/24/2021,RI,1258124,152108
6/23/2021,RI,1254789,152093
6/22/2021,RI,1252559,152063
6/21/2021,RI,1251082,152046
6/20/2021,RI,1244118,152034
6/2/2021,RI,1166826,151568
6/19/2021,RI,1244088,152012
6/18/2021,RI,1241067,151998
6/17/2021,RI,1236452,151971
6/16/2021,RI,1226183,151947
6/15/2021,RI,1226167,151921
6/14/2021,RI,1222346,151897
6/13/2021,RI,1217268,151890
6/12/2021,RI,1208840,151862
6/11/2021,RI,1202943,151838
6/10/2021,RI,1197352,151817
6/1/2021,RI,1163595,151526
5/9/2021,RI,988104,149624
5/8/2021,RI,977207,149511
5/7/2021,RI,968436,149345
5/6/2021,RI,957795,149140
5/5/2021,RI,951345,148933
5/4/2021,RI,947446,148692
5/31/2021,RI,1163595,151518
5/30/2021,RI,1159456,151500
5/3/2021,RI,940661,148502
5/29/2021,RI,1154089,151469
5/28/2021,RI,1147759,151423
5/27/2021,RI,1141962,151384
5/26/2021,RI,1134400,151302
5/25/2021,RI,1130311,151229
5/24/2021,RI,1128287,151160
5/23/2021,RI,1121895,151121
5/22/2021,RI,1115126,151078
5/21/2021,RI,1104926,150991
5/20/2021,RI,1097137,150888
5/2/2021,RI,934703,148386
5/19/2021,RI,1087532,150802
5/18/2021,RI,1083323,150675
5/17/2021,RI,1073731,150577
5/16/2021,RI,1063244,150515
5/15/2021,RI,1049272,150413
5/14/2021,RI,1035263,150308
5/13/2021,RI,1020874,150165
5/12/2021,RI,1011728,150007
5/11/2021,RI,1006992,149841
5/10/2021,RI,996123,149691
5/1/2021,RI,925022,148211
4/9/2021,RI,667244,141115
4/8/2021,RI,658852,140622
4/7/2021,RI,648811,140122
4/6/2021,RI,641275,139528
4/5/2021,RI,626561,139105
4/4/2021,RI,611301,139016
4/30/2021,RI,913120,147985
4/3/2021,RI,596183,138725
